Order_Id,Original_Shipping_Mode,Recommended_Shipping_Mode,Original_Emissions_kg,Recommended_Emissions_kg,Emissions_Reduction_kg,Cost_Increase_Percent,Delivery_Days_Original,Delivery_Days_Recommended
55829,Standard Class,Second Class,26.20760144010916,10.919253198892598,15.28834824121656,-20.0,5,3.989083763918201
52478,Standard Class,Second Class,479.7555419489693,118.77565562415506,360.9798863248143,-20.0,4,3.989083763918201
3137,Standard Class,Standard Class,384.4189872378675,384.4189872378675,0.0,0.0,3,3.0
60386,Standard Class,Standard Class,556.9956269197298,556.9956269197298,0.0,0.0,2,2.0
973,Standard Class,Second Class,117.7587435641213,30.19918870033905,87.55955486378225,-19.999999999999996,4,3.989083763918201
57999,Standard Class,Second Class,172.90363763882465,70.0006126641324,102.90302497469224,-20.0,5,3.989083763918201
54585,Standard Class,Second Class,326.2811571241952,105.19795666635851,221.0832004578367,-20.0,6,3.989083763918201
54274,Standard Class,Second Class,249.04715860138325,98.66602423210934,150.38113436927392,-20.0,5,3.989083763918201
60673,Standard Class,Second Class,272.4280899656819,68.98271721067799,203.44537275500392,-20.0,4,3.989083763918201
59387,Standard Class,Standard Class,299.8454910105018,299.8454910105018,0.0,0.0,3,3.0
52640,Standard Class,Second Class,533.6415863235283,188.38974697644744,345.2518393470808,-20.0,6,3.989083763918201
55984,Standard Class,Second Class,183.9160366285567,73.52915134441261,110.38688528414409,-20.0,5,3.989083763918201
52478,Standard Class,Second Class,357.651098824799,122.52504533091331,235.1260534938857,-19.999999999999993,4,3.989083763918201
58375,Standard Class,Second Class,236.16170840987272,84.55661760001695,151.60509080985577,-19.99999999999999,6,3.989083763918201
56448,Standard Class,Second Class,200.54616580448192,52.26452843920579,148.28163736527614,-19.999999999999996,4,3.989083763918201
8221,Standard Class,Standard Class,642.5884664157772,642.5884664157772,0.0,0.0,2,2.0
58034,Standard Class,Second Class,324.7547938310208,84.34784613904795,240.40694769197285,-19.99999999999999,5,3.989083763918201
2203,Standard Class,Second Class,257.0696769428607,83.31316617419088,173.75651076866984,-19.99999999999999,4,3.989083763918201
53069,Standard Class,Second Class,188.570834443598,70.94401682856123,117.62681761503676,-19.99999999999999,5,3.989083763918201
60146,Standard Class,Standard Class,252.2525263382599,252.2525263382599,0.0,0.0,2,2.0
55409,Standard Class,Second Class,116.55260839195084,29.68510947568834,86.8674989162625,-19.99999999999999,5,3.989083763918201
57185,Standard Class,Second Class,270.84357998916414,78.66757890117226,192.1760010879919,-19.999999999999996,6,3.989083763918201
8636,Standard Class,Standard Class,594.1833636526728,594.1833636526728,0.0,0.0,2,2.0
61192,Standard Class,Standard Class,339.28619767818856,339.28619767818856,0.0,0.0,3,3.0
51725,Standard Class,Second Class,251.99250999674075,72.67137799029838,179.32113200644238,-19.999999999999996,6,3.989083763918201
52562,Standard Class,Standard Class,608.5257244247255,608.5257244247255,0.0,0.0,3,3.0
59754,Standard Class,Second Class,178.1764950184439,72.88041582916343,105.29607918928046,-20.0,5,3.989083763918201
53574,Standard Class,Second Class,167.25667677641258,62.85176002568108,104.4049167507315,-19.999999999999993,5,3.989083763918201
42992,Second Class,Second Class,254.07699838931464,254.07699838931464,0.0,0.0,3,3.0
69703,Second Class,Second Class,245.2079017423002,245.2079017423002,0.0,0.0,4,4.0
69810,Second Class,Second Class,202.87159424999803,202.87159424999803,0.0,0.0,6,6.0
71092,Second Class,Second Class,222.37299441375825,222.37299441375825,0.0,0.0,3,3.0
71000,Second Class,Second Class,275.2026239291863,275.2026239291863,0.0,0.0,6,6.0
69482,Second Class,Second Class,184.62798610567685,184.62798610567685,0.0,0.0,3,3.0
71080,Second Class,Second Class,208.46650265139135,208.46650265139135,0.0,0.0,6,6.0
65109,Second Class,Second Class,258.62619268821675,258.62619268821675,0.0,0.0,5,5.0
42751,Standard Class,Standard Class,1337.3558706259694,1337.3558706259694,0.0,0.0,2,2.0
44409,Standard Class,Second Class,1054.1426992335284,408.88665916758015,645.2560400659484,-20.0,5,3.989083763918201
46199,Standard Class,Second Class,760.3256449001341,258.0421602366175,502.28348466351656,-20.0,5,3.989083763918201
48468,Standard Class,Second Class,882.7603864609282,333.48223354619773,549.2781529147305,-19.999999999999993,4,3.989083763918201
51009,Standard Class,Second Class,2137.052602258146,502.8371087008937,1634.2154935572526,-19.99999999999999,5,3.989083763918201
42882,Standard Class,Standard Class,1553.3964292151202,1553.3964292151202,0.0,0.0,3,3.0
46827,Standard Class,Standard Class,1595.8597498739111,1595.8597498739111,0.0,0.0,3,3.0
28168,Standard Class,Second Class,1418.5466821772632,365.25170038526016,1053.294981792003,-19.999999999999993,4,3.989083763918201
24992,Standard Class,Standard Class,1408.0034219533068,1408.0034219533068,0.0,0.0,3,3.0
25074,Standard Class,Second Class,1125.7033465714703,422.1045644299988,703.5987821414715,-20.0,5,3.989083763918201
76870,Standard Class,Second Class,1608.0803975602666,393.89192771884467,1214.188469841422,-19.999999999999993,6,3.989083763918201
28036,Standard Class,Standard Class,837.8385491284945,837.8385491284945,0.0,0.0,2,2.0
74796,Standard Class,Standard Class,1531.386084698266,1531.386084698266,0.0,0.0,2,2.0
27918,Standard Class,Second Class,1222.3526047288374,306.3071356259215,916.0454691029158,-19.999999999999996,4,3.989083763918201
30097,Standard Class,Standard Class,1368.2483093260958,1368.2483093260958,0.0,0.0,3,3.0
30063,Standard Class,Second Class,1043.9083405696897,412.9336238079554,630.9747167617343,-19.999999999999996,4,3.989083763918201
22019,Standard Class,Second Class,1215.5166714978295,438.7121809755377,776.8044905222919,-19.999999999999996,5,3.989083763918201
23767,Standard Class,Standard Class,1119.660006131022,1119.660006131022,0.0,0.0,3,3.0
25433,Standard Class,Second Class,1314.4865135055848,335.5769024971554,978.9096110084294,-19.99999999999999,4,3.989083763918201
73893,Standard Class,Second Class,1584.359126314157,394.18941224217764,1190.1697140719793,-19.99999999999999,4,3.989083763918201
30085,Standard Class,Second Class,1082.075995645376,441.2119561074616,640.8640395379143,-19.999999999999993,6,3.989083763918201
30172,Standard Class,Standard Class,1282.7176855545688,1282.7176855545688,0.0,0.0,3,3.0
27478,Standard Class,Second Class,1516.1438264738624,480.5273507061754,1035.616475767687,-19.99999999999999,4,3.989083763918201
76976,Standard Class,Standard Class,1097.3707184542084,1097.3707184542084,0.0,0.0,2,2.0
24063,Standard Class,Second Class,1027.8961214164904,407.46981063761837,620.426310778872,-19.99999999999999,4,3.989083763918201
73839,Standard Class,Second Class,1231.5636267394702,403.10093239974407,828.4626943397261,-19.99999999999999,5,3.989083763918201
74723,Standard Class,Second Class,1743.4066102854267,419.2850739423391,1324.1215363430877,-20.0,4,3.989083763918201
26821,Standard Class,Standard Class,951.9853780309533,951.9853780309533,0.0,0.0,2,2.0
29746,Standard Class,Standard Class,1055.2289495826903,1055.2289495826903,0.0,0.0,2,2.0
72533,Standard Class,Second Class,1299.218397432042,365.8754436628337,933.3429537692082,-19.99999999999999,4,3.989083763918201
45506,Standard Class,Standard Class,877.2153127021608,877.2153127021608,0.0,0.0,2,2.0
45027,Standard Class,Standard Class,1420.7410713504823,1420.7410713504823,0.0,0.0,3,3.0
43685,Standard Class,Second Class,1085.7324087910388,260.1748920764769,825.5575167145619,-20.0,6,3.989083763918201
46339,Standard Class,Second Class,959.3256385091344,332.0254930760432,627.3001454330912,-20.0,5,3.989083763918201
46667,Standard Class,Standard Class,914.2703567618012,914.2703567618012,0.0,0.0,3,3.0
48565,Standard Class,Second Class,1086.8291078690686,374.7482839652133,712.0808239038553,-20.0,6,3.989083763918201
43889,Standard Class,Second Class,838.0942425729542,276.8355631423756,561.2586794305786,-20.0,5,3.989083763918201
49214,Standard Class,Second Class,582.3048297773997,241.0421965579639,341.2626332194358,-20.0,5,3.989083763918201
44504,Standard Class,Second Class,654.6064672384304,189.15001233130113,465.4564549071292,-20.0,5,3.989083763918201
44496,Standard Class,Standard Class,1410.245648587451,1410.245648587451,0.0,0.0,2,2.0
45559,Standard Class,Second Class,901.404820132018,366.95839854565736,534.4464215863607,-20.0,5,3.989083763918201
44074,Standard Class,Second Class,955.8585974799024,331.45231962442415,624.4062778554783,-20.0,5,3.989083763918201
41591,Standard Class,Standard Class,1659.9358068390875,1659.9358068390875,0.0,0.0,2,2.0
11334,Standard Class,Second Class,712.3185465046529,253.04615485082311,459.2723916538298,-20.0,5,3.989083763918201
18845,Standard Class,Second Class,425.432028957013,171.31214445673638,254.11988450027664,-20.000000000000004,6,3.989083763918201
55002,Standard Class,Standard Class,205.3433974375517,205.3433974375517,0.0,0.0,3,3.0
53586,Standard Class,Standard Class,388.6363190407775,388.6363190407775,0.0,0.0,2,2.0
56618,Standard Class,Second Class,196.9228528315444,70.0377750337666,126.8850777977778,-19.999999999999993,4,3.989083763918201
58623,Standard Class,Second Class,203.3265395092108,52.92248358264977,150.40405592656103,-20.0,4,3.989083763918201
7411,Standard Class,Standard Class,473.67669978614055,473.67669978614055,0.0,0.0,2,2.0
5348,Standard Class,Second Class,306.37757438565,109.99780679665938,196.37976758899063,-19.99999999999999,4,3.989083763918201
59742,Standard Class,Standard Class,283.686202051549,283.686202051549,0.0,0.0,3,3.0
8470,Standard Class,Second Class,365.787797312971,120.64305158097707,245.14474573199394,-19.999999999999996,6,3.989083763918201
53455,Standard Class,Second Class,1080.5041735006637,310.90346204065065,769.600711460013,-20.0,6,3.989083763918201
2014,Standard Class,Second Class,369.7874013323571,100.7426015067468,269.0447998256103,-19.999999999999993,5,3.989083763918201
52582,Standard Class,Standard Class,139.3076883894169,139.3076883894169,0.0,0.0,3,3.0
56222,Standard Class,Standard Class,165.057449170542,165.057449170542,0.0,0.0,3,3.0
56217,Standard Class,Standard Class,339.25445182873773,339.25445182873773,0.0,0.0,3,3.0
5893,Standard Class,Second Class,157.81183545611387,51.355859494519656,106.45597596159422,-20.0,4,3.989083763918201
5528,Standard Class,Second Class,247.39926721300816,89.91510459205385,157.4841626209543,-20.0,4,3.989083763918201
52353,Standard Class,Second Class,365.4231483890522,149.59345739108994,215.82969099796225,-20.0,4,3.989083763918201
60317,Standard Class,Standard Class,244.25712168478623,244.25712168478623,0.0,0.0,3,3.0
6776,Standard Class,Standard Class,302.89926254345596,302.89926254345596,0.0,0.0,2,2.0
4487,Standard Class,Standard Class,155.52157049448917,155.52157049448917,0.0,0.0,3,3.0
9681,Standard Class,Standard Class,344.7016132250072,344.7016132250072,0.0,0.0,2,2.0
60868,Standard Class,Second Class,137.17539762220906,49.010127732392924,88.16526988981613,-20.0,4,3.989083763918201
53231,Standard Class,Standard Class,402.3859106130486,402.3859106130486,0.0,0.0,2,2.0
52601,Standard Class,Standard Class,716.5066737821223,716.5066737821223,0.0,0.0,2,2.0
4660,Standard Class,Second Class,949.4800821696764,247.30093907234584,702.1791430973306,-19.99999999999999,6,3.989083763918201
4660,Standard Class,Second Class,750.8309636571902,243.94569338895948,506.88527026823067,-19.99999999999999,6,3.989083763918201
3539,Standard Class,Second Class,987.50867308406,228.36146612653292,759.147206957527,-19.99999999999999,5,3.989083763918201
53231,Standard Class,Standard Class,289.64305713597327,289.64305713597327,0.0,0.0,2,2.0
54488,Standard Class,Second Class,892.3584955882369,288.2639157235372,604.0945798646997,-20.0,4,3.989083763918201
6776,Standard Class,Standard Class,210.25213917089636,210.25213917089636,0.0,0.0,2,2.0
52549,Standard Class,Second Class,1045.6382926980352,242.11826387876746,803.5200288192677,-19.999999999999996,5,3.989083763918201
60361,Standard Class,Standard Class,214.61351404311677,214.61351404311677,0.0,0.0,2,2.0
8470,Standard Class,Second Class,339.6033746064935,121.10277294492197,218.50060166157152,-19.99999999999999,6,3.989083763918201
9309,Standard Class,Second Class,957.62322244397,255.01450937780945,702.6087130661606,-19.999999999999993,5,3.989083763918201
75892,Standard Class,Standard Class,1710.340737880369,1710.340737880369,0.0,0.0,3,3.0
75891,Standard Class,Standard Class,994.656938873369,994.656938873369,0.0,0.0,2,2.0
75890,Second Class,Second Class,360.30410140645415,360.30410140645415,0.0,0.0,6,6.0
75885,Second Class,Second Class,471.11946469196835,471.11946469196835,0.0,0.0,6,6.0
75884,Standard Class,Second Class,1047.7364505281016,420.455475012324,627.2809755157776,-19.999999999999993,5,3.989083763918201
75883,First Class,First Class,8721.893856694409,8721.893856694409,0.0,0.0,2,2.0
75882,Standard Class,Standard Class,1458.2803960785195,1458.2803960785195,0.0,0.0,3,3.0
75881,Standard Class,Standard Class,1521.1803232794437,1521.1803232794437,0.0,0.0,2,2.0
75880,Standard Class,Second Class,944.5972088117112,328.0890391301349,616.5081696815763,-19.999999999999996,6,3.989083763918201
75879,Standard Class,Second Class,1126.3447856743376,368.9490562747196,757.395729399618,-19.999999999999993,5,3.989083763918201
75878,Standard Class,Second Class,1512.9930938524428,411.1547302665622,1101.8383635858806,-20.0,4,3.989083763918201
75877,Standard Class,Standard Class,2241.9393323084755,2241.9393323084755,0.0,0.0,3,3.0
75876,Standard Class,Standard Class,1951.3100839761385,1951.3100839761385,0.0,0.0,2,2.0
75875,Second Class,Second Class,465.01760938780825,465.01760938780825,0.0,0.0,6,6.0
75874,Standard Class,Second Class,1439.114126855183,410.62849302583083,1028.485633829352,-20.0,5,3.989083763918201
75873,Standard Class,Second Class,947.0099025887164,357.414634224727,589.5952683639894,-20.0,4,3.989083763918201
75872,Standard Class,Standard Class,1117.396649353136,1117.396649353136,0.0,0.0,3,3.0
75871,First Class,First Class,8327.002869589718,8327.002869589718,0.0,0.0,2,2.0
75870,First Class,First Class,7273.499575991205,7273.499575991205,0.0,0.0,2,2.0
75869,First Class,First Class,4946.384360101181,4946.384360101181,0.0,0.0,2,2.0
75868,First Class,First Class,3670.266362290215,3670.266362290215,0.0,0.0,2,2.0
75867,Same Day,Same Day,9012.029096502896,9012.029096502896,0.0,0.0,0,0.0
75866,Same Day,Same Day,6605.330541314811,6605.330541314811,0.0,0.0,0,0.0
75865,Same Day,Same Day,5810.394586765232,5810.394586765232,0.0,0.0,0,0.0
75864,Standard Class,Second Class,1524.0051214330356,439.391220604019,1084.6139008290165,-19.999999999999993,5,3.989083763918201
75863,Standard Class,Second Class,1740.092518748516,456.18576768723057,1283.9067510612856,-20.0,4,3.989083763918201
75862,Standard Class,Standard Class,1765.9245368856682,1765.9245368856682,0.0,0.0,3,3.0
75861,Standard Class,Standard Class,1071.4124808410163,1071.4124808410163,0.0,0.0,2,2.0
75860,Standard Class,Second Class,1631.117078013977,440.0370403810953,1191.0800376328818,-20.0,6,3.989083763918201
75858,Second Class,Second Class,446.5068037203613,446.5068037203613,0.0,0.0,4,4.0
75857,Standard Class,Standard Class,1654.7551826186564,1654.7551826186564,0.0,0.0,3,3.0
75855,First Class,First Class,9012.029096502896,9012.029096502896,0.0,0.0,2,2.0
75854,Second Class,Second Class,537.9733178524405,537.9733178524405,0.0,0.0,5,5.0
75850,Standard Class,Second Class,1611.2907834437522,406.6100197622685,1204.6807636814838,-19.999999999999996,6,3.989083763918201
75849,Standard Class,Second Class,1612.2798523958022,436.26350271580856,1176.0163496799937,-20.0,5,3.989083763918201
75848,Second Class,Second Class,441.2284506735792,441.2284506735792,0.0,0.0,4,4.0
75846,Standard Class,Standard Class,1063.053437698374,1063.053437698374,0.0,0.0,2,2.0
75845,Standard Class,Second Class,1736.7952557944332,528.4420813676803,1208.353174426753,-20.0,6,3.989083763918201
75844,Standard Class,Second Class,1227.7956674533646,425.7031713300505,802.092496123314,-19.999999999999996,5,3.989083763918201
75843,Second Class,Second Class,423.712802515327,423.712802515327,0.0,0.0,4,4.0
75842,Standard Class,Standard Class,1695.4650070387413,1695.4650070387413,0.0,0.0,3,3.0
75841,Standard Class,Standard Class,1229.179961223659,1229.179961223659,0.0,0.0,2,2.0
75840,Second Class,Second Class,491.6930634711009,491.6930634711009,0.0,0.0,6,6.0
75839,Second Class,Second Class,359.82130959655586,359.82130959655586,0.0,0.0,5,5.0
75835,Second Class,Second Class,476.7404523398694,476.7404523398694,0.0,0.0,6,6.0
75834,Second Class,Second Class,414.4525198482694,414.4525198482694,0.0,0.0,5,5.0
75833,First Class,First Class,7066.066299051185,7066.066299051185,0.0,0.0,2,2.0
75832,First Class,First Class,6825.520423754225,6825.520423754225,0.0,0.0,2,2.0
75831,First Class,First Class,5726.891057240857,5726.891057240857,0.0,0.0,2,2.0
75831,First Class,First Class,7539.514246181544,7539.514246181544,0.0,0.0,2,2.0
75830,Standard Class,Second Class,1416.671767435159,495.7047595819887,920.9670078531702,-19.999999999999993,6,3.989083763918201
75829,Standard Class,Second Class,1152.715616325638,495.83905869004474,656.8765576355931,-19.999999999999996,5,3.989083763918201
75828,Standard Class,Second Class,1766.8051479728767,503.71056474953434,1263.0945832233424,-19.999999999999993,4,3.989083763918201
75827,Standard Class,Standard Class,1282.1857603696594,1282.1857603696594,0.0,0.0,3,3.0
75822,Standard Class,Standard Class,1722.2610460654842,1722.2610460654842,0.0,0.0,3,3.0
75821,Standard Class,Standard Class,1808.7951225328495,1808.7951225328495,0.0,0.0,2,2.0
75818,Standard Class,Second Class,2000.934765210576,494.5212313835829,1506.413533826993,-20.000000000000004,4,3.989083763918201
75817,Standard Class,Standard Class,1469.902387248407,1469.902387248407,0.0,0.0,3,3.0
75815,Standard Class,Second Class,619.0980311962239,246.96409852712958,372.13393266909435,-20.0,6,3.989083763918201
75814,Standard Class,Second Class,1631.0985616804398,386.73314581737225,1244.3654158630675,-19.999999999999996,5,3.989083763918201
75812,Second Class,Second Class,456.5340535357448,456.5340535357448,0.0,0.0,3,3.0
75811,First Class,First Class,8404.172198976014,8404.172198976014,0.0,0.0,2,2.0
75810,Second Class,Second Class,484.52479038432693,484.52479038432693,0.0,0.0,6,6.0
75809,Second Class,Second Class,375.4588049095158,375.4588049095158,0.0,0.0,5,5.0
75808,Second Class,Second Class,404.81104027229793,404.81104027229793,0.0,0.0,4,4.0
75807,Same Day,Same Day,7159.843550701314,7159.843550701314,0.0,0.0,1,1.0
75806,Same Day,Same Day,7759.564720421588,7759.564720421588,0.0,0.0,1,1.0
75805,Same Day,Same Day,6550.407104624006,6550.407104624006,0.0,0.0,1,1.0
75804,Same Day,Same Day,6671.391163448822,6671.391163448822,0.0,0.0,1,1.0
75803,Same Day,Same Day,6012.565546416288,6012.565546416288,0.0,0.0,1,1.0
75801,Same Day,Same Day,8264.738044496757,8264.738044496757,0.0,0.0,1,1.0
75801,Same Day,Same Day,7344.957358694064,7344.957358694064,0.0,0.0,1,1.0
75800,Standard Class,Second Class,1381.8882311386092,406.1902946472237,975.6979364913855,-20.000000000000004,6,3.989083763918201
75800,Standard Class,Second Class,1017.3214032230323,405.912763975305,611.4086392477274,-20.000000000000004,6,3.989083763918201
75799,Standard Class,Second Class,1784.0894328294232,507.750693644302,1276.3387391851213,-19.99999999999999,5,3.989083763918201
75798,Standard Class,Second Class,1553.338350146782,366.9196937161076,1186.4186564306744,-20.000000000000004,4,3.989083763918201
75798,Standard Class,Second Class,966.563024063535,362.357313505484,604.2057105580509,-20.000000000000004,4,3.989083763918201
75798,Standard Class,Second Class,1143.1090323874414,326.8179468125767,816.2910855748647,-20.000000000000004,4,3.989083763918201
75797,Standard Class,Standard Class,1827.3015849674296,1827.3015849674296,0.0,0.0,3,3.0
5895,Second Class,Second Class,89.69721624795478,89.69721624795478,0.0,0.0,6,6.0
3130,Second Class,Second Class,74.42320106845547,74.42320106845547,0.0,0.0,6,6.0
31296,Second Class,Second Class,621.6693530234594,621.6693530234594,0.0,0.0,2,2.0
22076,Second Class,Second Class,425.12514295065154,425.12514295065154,0.0,0.0,2,2.0
25665,Second Class,Second Class,417.07567104924567,417.07567104924567,0.0,0.0,6,6.0
31296,Second Class,Second Class,657.2160845344752,657.2160845344752,0.0,0.0,2,2.0
22819,Second Class,Second Class,566.0589924270255,566.0589924270255,0.0,0.0,5,5.0
27099,Second Class,Second Class,581.5837530508134,581.5837530508134,0.0,0.0,5,5.0
28292,Second Class,Second Class,526.341169650191,526.341169650191,0.0,0.0,3,3.0
28292,Second Class,Second Class,431.2642947476164,431.2642947476164,0.0,0.0,3,3.0
28292,Second Class,Second Class,407.32015854785305,407.32015854785305,0.0,0.0,3,3.0
13890,Second Class,Second Class,260.72340621533976,260.72340621533976,0.0,0.0,6,6.0
11321,Second Class,Second Class,249.28394135612632,249.28394135612632,0.0,0.0,2,2.0
12827,Second Class,Second Class,245.1681443735497,245.1681443735497,0.0,0.0,3,3.0
51911,Second Class,Second Class,92.34551516438135,92.34551516438135,0.0,0.0,2,2.0
58239,Second Class,Second Class,13.78882782616092,13.78882782616092,0.0,0.0,5,5.0
53202,Second Class,Second Class,99.4068948254917,99.4068948254917,0.0,0.0,3,3.0
58738,Second Class,Second Class,94.93530977977692,94.93530977977692,0.0,0.0,4,4.0
56260,Second Class,Second Class,88.1110889214558,88.1110889214558,0.0,0.0,6,6.0
53202,Second Class,Second Class,115.28154770341264,115.28154770341264,0.0,0.0,3,3.0
55511,Second Class,Second Class,49.13233708310579,49.13233708310579,0.0,0.0,2,2.0
21244,Second Class,Second Class,377.5021546828149,377.5021546828149,0.0,0.0,5,5.0
